id,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,estimated_occupancy_l365d,number_of_reviews,reviews_per_month,review_scores_rating,review_scores_location,review_scores_value,host_is_superhost,instant_bookable
18674,la Sagrada Família,Eixample,41.40556,2.17262,Entire rental unit,Entire home/apt,8,2.0,3.0,6.0,1,1125,20,50,74,115,54,54,0.35,4.36,4.81,4.34,0,1
2031134,el Fort Pienc,Eixample,41.40001,2.18416,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,2,1125,17,42,68,294,255,453,3.16,4.78,4.79,4.71,1,1
4415694,el Poble Sec,Sants-Montjuïc,41.3723,2.16441,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,3,1125,23,46,69,115,66,182,1.39,4.38,4.67,4.2,0,0
4415780,la Vila de Gràcia,Gràcia,41.40667,2.16152,Private room in rental unit,Private room,2,1.0,1.0,1.0,1,3,0,0,0,0,0,5,0.04,4.4,4.75,4.5,0,0
5064035,la Vila de Gràcia,Gràcia,41.39996,2.16339,Entire rental unit,Entire home/apt,6,1.5,2.0,4.0,3,1125,4,20,39,222,138,128,0.99,4.41,4.73,4.26,0,1
5064651,la Sagrada Família,Eixample,41.40687,2.17813,Private room in rental unit,Private room,1,1.0,1.0,1.0,1,1125,0,0,0,0,0,9,0.07,5.0,4.89,5.0,0,0
6163177,el Poblenou,Sant Martí,41.39782,2.20745,Private room in bed and breakfast,Private room,6,1.0,3.0,3.0,32,365,30,60,90,365,0,14,0.11,4.29,4.5,4.14,0,0
8414793,el Poblenou,Sant Martí,41.39909,2.20733,Entire serviced apartment,Entire home/apt,3,1.0,1.0,2.0,1,28,29,59,89,190,255,300,2.47,4.75,4.8,4.48,1,0
9357521,la Vila de Gràcia,Gràcia,41.39897,2.15688,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,1,1125,21,48,64,325,138,160,1.36,4.75,4.9,4.71,0,0
9358082,el Clot,Sant Martí,41.41029,2.18694,Private room in rental unit,Private room,3,1.0,1.0,1.0,1,1125,0,0,0,0,0,0,0.0,4.805,4.779999999999999,4.665,0,0
9362251,el Poble Sec,Sants-Montjuïc,41.37333,2.15451,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,3,1125,14,40,55,221,0,42,0.36,4.36,4.71,4.31,0,0
10031534,la Sagrada Família,Eixample,41.40704,2.18098,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,3,1125,19,41,69,296,66,58,0.49,4.38,4.74,4.16,0,1
10038461,el Poble Sec,Sants-Montjuïc,41.37431,2.16577,Entire rental unit,Entire home/apt,4,1.0,2.0,4.0,2,90,13,39,63,251,255,464,3.83,4.86,4.86,4.8,0,1
10078923,la Barceloneta,Ciutat Vella,41.38223,2.18798,Entire rental unit,Entire home/apt,2,1.0,0.0,2.0,31,1125,0,4,34,203,255,45,0.38,4.8,4.96,4.64,1,0
11004309,la Vila de Gràcia,Gràcia,41.39888,2.16226,Entire rental unit,Entire home/apt,5,1.0,3.0,5.0,3,1125,13,43,64,226,255,396,3.32,4.83,4.89,4.74,1,0
11008465,la Sagrada Família,Eixample,41.4055,2.17727,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,3,9,14,31,61,257,210,220,1.9,4.71,4.86,4.57,1,1
11547762,la Barceloneta,Ciutat Vella,41.38153,2.18519,Private room in rental unit,Private room,2,1.0,1.0,1.0,1,1125,0,0,0,0,0,2,0.02,4.5,5.0,5.0,0,0
11550809,Sant Antoni,Eixample,41.37554,2.1649,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,32,1125,0,11,41,316,128,42,0.36,4.48,4.71,4.29,0,0
11566581,el Barri Gòtic,Ciutat Vella,41.38183,2.17637,Private room in rental unit,Private room,2,1.0,1.0,1.0,3,1125,0,0,0,0,0,6,0.05,5.0,5.0,5.0,0,1
11568230,el Barri Gòtic,Ciutat Vella,41.38039,2.17708,Entire rental unit,Entire home/apt,5,1.0,3.0,3.0,30,1125,18,18,18,246,240,15,0.13,4.87,4.8,4.8,1,0
12355911,la Teixonera,Horta-Guinardó,41.42369,2.14722,Private room in rental unit,Private room,2,1.0,1.0,1.0,2,1125,0,0,0,0,0,40,0.34,4.7,4.5,4.78,0,0
13093469,Sant Antoni,Eixample,41.37654,2.1519,Private room in rental unit,Private room,2,1.0,1.0,1.0,1,1125,0,0,0,0,0,0,0.0,4.71,4.83,4.56,0,0
13103577,el Barri Gòtic,Ciutat Vella,41.38149,2.18035,Entire rental unit,Entire home/apt,6,2.0,3.0,6.0,32,1125,0,0,0,166,0,6,0.07,4.33,4.83,4.5,1,0
13106697,el Poblenou,Sant Martí,41.39597886763888,2.206394381917398,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,4,90,18,32,52,249,255,356,3.08,4.81,4.82,4.69,1,0
13552869,Sant Antoni,Eixample,41.37976,2.1602,Private room in rental unit,Private room,2,1.0,1.0,1.0,20,50,0,0,0,0,0,3,0.03,4.0,5.0,4.0,0,0
13844132,el Raval,Ciutat Vella,41.37752,2.17272,Private room in rental unit,Private room,2,1.0,1.0,1.0,3,1125,0,0,0,0,0,14,0.12,4.79,4.79,4.86,0,0
14371490,el Barri Gòtic,Ciutat Vella,41.38179,2.18048,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,31,730,30,60,90,365,62,14,0.13,4.43,4.85,4.08,0,0
14378795,el Barri Gòtic,Ciutat Vella,41.38127,2.17378,Private room in rental unit,Private room,2,1.0,1.0,1.0,2,1125,0,0,0,0,0,325,2.86,4.38,4.69,4.46,0,0
15293599,el Barri Gòtic,Ciutat Vella,41.37959,2.17627,Entire rental unit,Entire home/apt,2,1.0,1.0,3.0,32,200,24,54,84,174,255,32,0.29,4.84,4.88,4.78,0,0
15306390,el Fort Pienc,Eixample,41.39715,2.17717,Private room in condo,Private room,1,2.0,1.0,1.0,35,190,0,0,0,105,70,16,0.15,4.69,4.75,4.38,0,0
16266993,la Sagrada Família,Eixample,41.40302,2.18124,Private room in rental unit,Private room,1,1.0,1.0,1.0,32,365,30,60,90,365,0,0,0.0,4.71,4.89,4.58,0,0
16270398,el Poblenou,Sant Martí,41.39752,2.20144,Private room in rental unit,Private room,2,1.0,1.0,1.0,3,8,0,0,0,0,0,0,0.0,4.73,4.82,4.575,0,0
16278781,la Vila de Gràcia,Gràcia,41.39759,2.15418,Entire rental unit,Entire home/apt,6,3.0,3.0,3.0,2,1125,23,47,67,278,180,340,3.12,4.81,4.87,4.78,0,0
16279645,la Vila de Gràcia,Gràcia,41.39997,2.1615,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,5,10,18,36,61,140,255,245,2.24,4.68,4.84,4.62,1,0
16292600,Sant Antoni,Eixample,41.38521,2.16299,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,4,1125,14,32,62,336,248,234,2.15,4.98,4.98,4.88,1,0
16294662,la Vila de Gràcia,Gràcia,41.40071,2.15473,Private room in rental unit,Private room,2,1.0,1.0,1.0,1,15,0,0,0,0,0,15,0.14,4.73,4.8,4.6,0,0
16306389,la Sagrada Família,Eixample,41.40496,2.18148,Private room in rental unit,Private room,1,1.0,1.0,1.0,32,365,29,59,89,364,0,0,0.0,4.71,4.89,4.58,0,0
16306731,la Sagrada Família,Eixample,41.40458,2.18123,Private room in rental unit,Private room,1,1.0,1.0,1.0,32,365,29,59,89,364,0,0,0.0,4.71,4.89,4.58,0,0
16306813,la Sagrada Família,Eixample,41.4039,2.17934,Private room in rental unit,Private room,1,1.0,1.0,1.0,32,365,29,59,89,364,0,0,0.0,4.71,4.89,4.58,0,0
16307165,la Sagrada Família,Eixample,41.40325,2.17972,Private room in rental unit,Private room,1,1.0,1.0,1.0,32,365,30,60,90,365,0,1,0.03,5.0,5.0,5.0,0,0
16307967,la Sagrada Família,Eixample,41.40521,2.17974,Private room in rental unit,Private room,1,1.0,1.0,1.0,32,365,29,59,89,364,0,0,0.0,4.71,4.89,4.58,0,0
16308005,la Sagrada Família,Eixample,41.40335,2.17985,Private room in rental unit,Private room,1,1.0,1.0,1.0,32,365,30,60,90,365,0,0,0.0,4.71,4.89,4.58,0,0
16308030,la Sagrada Família,Eixample,41.40351,2.17971,Private room in rental unit,Private room,1,1.0,1.0,1.0,32,365,30,60,90,365,0,0,0.0,4.71,4.89,4.58,0,0
16308789,el Barri Gòtic,Ciutat Vella,41.38137,2.17655,Private room in rental unit,Private room,2,2.0,1.0,1.0,32,365,30,60,90,365,0,0,0.0,4.68,4.91,4.57,0,0
16310328,el Barri Gòtic,Ciutat Vella,41.38167,2.17634,Private room in rental unit,Private room,1,2.0,1.0,1.0,32,365,30,60,90,365,0,0,0.0,4.68,4.91,4.57,0,0
17491259,el Poble Sec,Sants-Montjuïc,41.37397,2.155825,Other,Private room,2,1.0,1.0,1.0,31,1125,30,60,90,270,0,135,2.54,4.83,4.87,4.76,0,0
17512675,Sant Antoni,Eixample,41.38293,2.16163,Private room in rental unit,Private room,1,1.0,1.0,1.0,1,4,0,0,0,0,0,0,0.0,4.71,4.83,4.56,0,0
17513146,Sant Antoni,Eixample,41.38364,2.16186,Private room in rental unit,Private room,1,1.0,1.0,1.0,1,4,0,0,0,0,0,0,0.0,4.71,4.83,4.56,0,0
18028496,el Guinardó,Horta-Guinardó,41.42231,2.17855,Private room in rental unit,Private room,3,1.0,1.0,1.0,1,1125,0,0,0,0,0,5,0.05,4.8,4.6,4.6,0,1
18029085,Sant Antoni,Eixample,41.37992,2.15876,Entire rental unit,Entire home/apt,5,2.0,4.0,4.0,32,1125,0,0,0,167,0,1,0.02,5.0,5.0,5.0,0,0
18970396,Verdun,Nou Barris,41.44232,2.17422,Private room in rental unit,Private room,2,1.0,1.0,1.0,3,1125,0,0,0,0,0,0,0.0,4.734999999999999,4.575,4.395,0,0
18971689,Verdun,Nou Barris,41.44263,2.17288,Private room in rental unit,Private room,2,1.0,1.0,1.0,3,1125,0,0,0,0,0,0,0.0,4.734999999999999,4.575,4.395,0,0
18975870,la Sagrada Família,Eixample,41.41024,2.17401,Private room in rental unit,Private room,2,1.0,1.0,1.0,10,15,0,0,0,0,0,2,0.02,5.0,4.5,4.5,0,1
18980901,el Guinardó,Horta-Guinardó,41.41803,2.17179,Private room in rental unit,Private room,2,1.0,1.0,3.0,31,60,29,45,45,79,255,191,1.85,4.94,4.81,4.88,1,0
19011241,les Corts,Les Corts,41.38422775268555,2.136497974395752,Entire rental unit,Entire home/apt,6,1.0,2.0,4.0,1,45,16,46,72,347,120,149,1.44,4.44,4.54,4.29,0,1
19548275,la Sagrada Família,Eixample,41.40415,2.17368,Private room in rental unit,Private room,1,1.0,1.0,1.0,2,14,0,0,0,0,0,79,0.77,4.61,4.96,4.5,0,0
19840514,el Raval,Ciutat Vella,41.38146,2.16796,Private room in rental unit,Private room,2,1.0,1.0,1.0,3,25,0,0,0,0,0,0,0.0,4.69,4.75,4.56,0,0
20281579,la Sagrada Família,Eixample,41.40746,2.17521,Other,Private room,2,1.0,2.0,1.0,1,4,0,0,0,0,0,22,0.22,4.68,4.9,4.48,0,1
20291512,la Sagrada Família,Eixample,41.405297,2.171408200000001,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,1,365,13,30,54,323,192,169,1.67,4.52,4.84,4.47,0,1
20298786,la Sagrada Família,Eixample,41.41082,2.17672,Private room in rental unit,Private room,3,1.0,2.0,1.0,1,7,0,0,0,0,0,2,0.02,5.0,5.0,5.0,0,0
21366324,el Clot,Sant Martí,41.41488,2.19182,Private room in rental unit,Private room,2,1.0,1.0,1.0,2,15,0,0,0,0,0,32,0.32,4.69,4.68,4.84,0,1
21373867,Sants,Sants-Montjuïc,41.37635,2.13369,Private room in rental unit,Private room,2,2.0,1.0,1.0,31,31,27,57,87,87,0,12,0.42,5.0,4.83,4.75,0,0
21378611,el Barri Gòtic,Ciutat Vella,41.38095,2.17938,Entire rental unit,Entire home/apt,5,1.0,3.0,4.0,3,30,21,48,60,222,255,290,2.97,4.53,4.94,4.51,0,1
21658683,el Barri Gòtic,Ciutat Vella,41.38269,2.17208,Entire loft,Entire home/apt,4,1.0,1.0,1.0,2,90,21,48,74,285,0,4,0.09,4.5,5.0,4.5,1,1
23030695,el Poble Sec,Sants-Montjuïc,41.37313,2.16854,Other,Private room,1,1.0,1.0,1.0,31,365,12,41,71,251,248,26,0.34,4.35,4.88,4.46,0,1
23031576,la Vila de Gràcia,Gràcia,41.39979,2.16024,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,2,10,11,30,47,224,255,349,3.69,4.87,4.87,4.73,1,0
23500405,el Barri Gòtic,Ciutat Vella,41.38632,2.17439,Private room in rental unit,Private room,2,1.0,1.0,1.0,10,30,0,0,0,0,0,0,0.0,4.68,4.91,4.57,0,0
23504187,el Raval,Ciutat Vella,41.38036,2.16793,Private room in rental unit,Private room,4,1.0,2.0,1.0,32,300,27,57,87,87,0,1,0.01,5.0,5.0,5.0,0,0
23992269,el Poble Sec,Sants-Montjuïc,41.3718,2.16819,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,2,730,6,28,56,254,255,208,2.28,4.75,4.73,4.68,0,1
24010679,Sant Antoni,Eixample,41.37590408325195,2.1557888984680176,Entire condo,Entire home/apt,4,2.0,3.0,3.0,32,330,4,4,4,106,255,268,2.86,4.9,4.92,4.78,0,0
24025489,el Guinardó,Horta-Guinardó,41.41275,2.17632,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,1,333,8,26,56,331,216,150,1.61,4.65,4.73,4.55,0,1
24027579,les Corts,Les Corts,41.38623,2.12791,Private room in rental unit,Private room,1,1.0,1.0,1.0,30,300,0,0,0,0,0,5,0.05,5.0,5.0,5.0,0,0
24033028,el Fort Pienc,Eixample,41.39856,2.18287,Entire rental unit,Entire home/apt,5,2.0,3.0,4.0,2,180,7,16,37,295,255,480,5.12,4.94,4.8,4.83,1,0
24465403,el Raval,Ciutat Vella,41.37952,2.17331,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,31,150,16,40,40,110,124,27,0.33,4.85,4.59,4.52,1,0
24465422,el Raval,Ciutat Vella,41.37959,2.16836,Entire condo,Entire home/apt,4,1.5,2.0,3.0,31,150,0,0,0,117,186,20,0.24,4.95,4.9,4.6,1,0
26025302,la Sagrada Família,Eixample,41.40059,2.17547,Private room in hostel,Private room,3,1.0,1.0,3.0,1,1125,14,38,59,334,126,188,2.21,4.72,4.85,4.65,1,1
26028659,la Vila de Gràcia,Gràcia,41.40055,2.1543,Private room in rental unit,Private room,2,1.0,1.0,1.0,7,40,0,0,0,0,0,1,0.01,5.0,5.0,5.0,0,1
26030039,el Raval,Ciutat Vella,41.38294,2.16909,Private room in rental unit,Private room,2,1.5,1.0,2.0,31,180,0,0,0,159,255,140,1.55,4.79,4.96,4.72,0,0
26030842,el Raval,Ciutat Vella,41.38294,2.16909,Private room in rental unit,Private room,2,1.5,1.0,4.0,31,180,28,58,88,363,124,121,1.33,4.76,4.99,4.76,0,0
26043915,la Sagrada Família,Eixample,41.41082,2.17384,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,2,7,23,53,76,246,246,191,2.12,4.68,4.83,4.68,0,0
26096939,les Corts,Les Corts,41.385,2.13504,Private room in rental unit,Private room,2,1.0,1.0,1.0,4,10,0,0,0,0,0,2,0.03,5.0,4.5,4.5,0,0
27644081,el Barri Gòtic,Ciutat Vella,41.38008,2.17488,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,1,1125,9,16,27,155,24,132,1.5,4.62,4.87,4.59,0,1
27644098,el Raval,Ciutat Vella,41.38019,2.17327,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,1,365,2,7,15,158,54,105,1.19,4.7,4.95,4.6,0,1
27644115,el Raval,Ciutat Vella,41.37825,2.17473,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,1,1125,2,8,20,167,42,33,0.39,4.67,4.94,4.52,0,1
27644158,el Raval,Ciutat Vella,41.38012,2.17353,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,1,1125,12,19,22,164,36,112,1.3,4.7,4.89,4.54,0,1
29980781,la Vila de Gràcia,Gràcia,41.40222,2.15126,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,32,1125,0,12,42,131,255,38,0.45,4.66,5.0,4.5,0,1
29982718,el Poble Sec,Sants-Montjuïc,41.37460804794272,2.1666097900340726,Entire rental unit,Entire home/apt,5,1.0,3.0,3.0,31,180,12,21,51,231,124,5,0.25,4.8,5.0,4.8,1,1
30757752,la Sagrada Família,Eixample,41.41023254394531,2.175055980682373,Entire serviced apartment,Entire home/apt,6,1.0,2.0,4.0,1,1125,16,42,66,281,255,763,9.26,4.81,4.83,4.73,1,1
30759793,la Sagrada Família,Eixample,41.41023254394531,2.175055980682373,Entire serviced apartment,Entire home/apt,6,2.0,2.0,4.0,1,1125,16,46,71,286,255,1143,13.6,4.83,4.82,4.71,1,1
30760234,la Sagrada Família,Eixample,41.41023254394531,2.175055980682373,Entire serviced apartment,Entire home/apt,4,1.0,1.0,2.0,1,1125,18,41,60,264,210,330,3.93,4.87,4.85,4.68,1,1
34552880,la Vila de Gràcia,Gràcia,41.39729,2.15642,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,4,1125,11,41,71,161,255,223,2.78,4.65,4.94,4.54,0,1
34561786,el Barri Gòtic,Ciutat Vella,41.38073,2.17687,Entire rental unit,Entire home/apt,16,6.0,12.0,30.0,2,330,30,60,89,362,0,0,0.0,4.68,4.91,4.57,0,0
34564384,Sant Antoni,Eixample,41.37621,2.16332,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1,1125,15,30,42,101,0,54,0.93,4.69,4.78,4.48,1,1
34564909,Sant Antoni,Eixample,41.37607,2.1626,Entire rental unit,Entire home/apt,6,2.0,3.0,5.0,1,1125,12,25,43,166,180,142,2.46,4.8,4.78,4.68,1,1
35739931,el Fort Pienc,Eixample,41.40129,2.18143,Private room in rental unit,Private room,2,1.0,1.0,1.0,2,1125,0,0,0,0,0,0,0.0,4.67,4.83,4.53,0,0
36488815,el Raval,Ciutat Vella,41.38472,2.16814,Other,Hotel room,3,1.0,1.0,1.0,1,1125,11,25,51,258,18,4,0.05,5.0,4.75,5.0,1,1
36488917,el Raval,Ciutat Vella,41.38472,2.16814,Entire serviced apartment,Entire home/apt,3,1.0,1.0,2.0,1,1125,13,38,61,266,144,42,0.93,4.74,4.9,4.6,1,1
36489150,el Raval,Ciutat Vella,41.38472,2.16814,Entire serviced apartment,Entire home/apt,5,1.0,1.0,1.0,1,1125,11,34,58,257,60,38,0.9,4.92,4.92,4.63,1,1
36499025,Hostafrancs,Sants-Montjuïc,41.37401,2.14117,Private room in bed and breakfast,Private room,1,1.0,1.0,1.0,3,1125,0,0,0,0,0,8,0.14,5.0,4.88,4.88,0,0
36501458,el Barri Gòtic,Ciutat Vella,41.37682,2.17744,Entire rental unit,Entire home/apt,8,2.0,3.0,6.0,1,30,11,41,63,207,255,231,2.96,4.98,4.98,4.88,1,0
36504978,la Vila de Gràcia,Gràcia,41.39997,2.16218,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,3,7,13,43,66,267,210,178,2.3,4.84,4.89,4.63,1,1
36505968,el Barri Gòtic,Ciutat Vella,41.38267,2.17473,Private room in rental unit,Private room,2,1.0,1.0,1.0,3,1125,0,0,0,0,0,15,0.19,4.53,5.0,4.6,0,0
36514389,les Corts,Les Corts,41.38259,2.13344,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,1,1125,18,43,69,155,30,29,0.37,4.86,4.9,4.76,1,1
36515152,les Corts,Les Corts,41.38479,2.1338,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1,1125,14,40,70,160,78,60,0.78,4.87,4.75,4.67,1,1
36542451,Hostafrancs,Sants-Montjuïc,41.37613,2.14243,Private room in rental unit,Private room,1,2.0,1.0,1.0,31,31,29,59,89,364,0,1,0.01,5.0,5.0,5.0,0,0
36549852,la Vila de Gràcia,Gràcia,41.39953,2.1546,Private room in rental unit,Private room,2,1.0,1.0,1.0,4,15,0,0,0,0,0,1,0.01,5.0,5.0,4.0,0,0
36553821,el Barri Gòtic,Ciutat Vella,41.38085174560547,2.180341958999634,Entire rental unit,Entire home/apt,2,1.0,0.0,4.0,32,360,13,18,18,236,0,7,0.1,3.86,4.57,3.29,0,0
37071663,les Corts,Les Corts,41.38452,2.12953,Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,1,1125,20,35,57,252,36,23,0.45,4.83,4.7,4.48,1,1
37593192,el Poble Sec,Sants-Montjuïc,41.37222,2.16739,Private room in rental unit,Private room,2,1.0,1.0,1.0,1,15,0,0,0,0,0,0,0.0,4.68,4.75,4.54,0,0
37593900,la Vila de Gràcia,Gràcia,41.40029,2.16428,Entire rental unit,Entire home/apt,10,2.0,5.0,6.0,1,1125,19,41,64,335,6,30,0.39,4.13,4.8,4.1,0,1
37597072,la Sagrada Família,Eixample,41.40250754713692,2.178923566803185,Private room in rental unit,Private room,1,1.0,1.0,1.0,30,60,0,13,43,318,0,1,0.03,5.0,5.0,5.0,0,0
37618943,el Raval,Ciutat Vella,41.38035,2.164,Private room in rental unit,Private room,2,1.0,1.0,1.0,3,1125,0,0,0,0,0,3,0.04,4.67,5.0,4.67,0,0
39602082,les Corts,Les Corts,41.38119,2.12981,Entire rental unit,Entire home/apt,4,1.0,0.0,3.0,1,365,11,26,26,26,210,217,2.96,4.47,4.53,4.35,0,1
40048783,la Salut,Gràcia,41.41178,2.15939,Entire rental unit,Entire home/apt,6,1.0,3.0,5.0,1,1125,8,8,8,230,180,71,1.71,4.63,4.58,4.42,0,1
40522998,la Bordeta,Sants-Montjuïc,41.37251,2.13898,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,32,335,29,59,89,178,192,26,0.4,4.69,4.77,4.62,1,1
40537668,la Vila de Gràcia,Gràcia,41.403267,2.15832,Other,Shared room,1,0.0,1.0,2.0,1,1125,12,27,50,307,6,6,0.13,4.5,4.83,4.17,1,1
40537769,la Vila de Gràcia,Gràcia,41.403267,2.15832,Other,Shared room,1,0.0,1.0,3.0,1,1125,13,28,55,317,12,8,0.18,4.63,4.75,4.25,1,1
40537868,la Vila de Gràcia,Gràcia,41.403267,2.15832,Other,Shared room,1,0.0,1.0,4.0,1,1125,14,28,53,312,114,22,0.42,4.68,4.82,4.59,1,1
40964548,el Poble Sec,Sants-Montjuïc,41.37183,2.17117,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,1,330,30,60,90,365,0,0,0.0,4.68,4.75,4.54,0,0
40969347,les Corts,Les Corts,41.386215,2.132573,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,32,1125,0,0,0,114,64,8,0.19,4.25,4.75,3.88,0,0
40989258,el Poble Sec,Sants-Montjuïc,41.37186,2.16367,Entire rental unit,Entire home/apt,3,1.0,0.0,1.0,2,365,5,12,42,295,255,95,4.49,5.0,4.95,4.89,1,1
41614206,la Salut,Gràcia,41.41313,2.15922,Other,Entire home/apt,8,1.0,5.0,3.0,15,62,0,0,0,0,0,2,0.03,4.0,4.0,4.5,0,1
41615020,la Vila de Gràcia,Gràcia,41.40189,2.16353,Private room in rental unit,Private room,2,1.0,1.0,1.0,1,1125,0,0,0,0,0,0,0.0,4.74,4.89,4.57,0,0
42066899,Sant Antoni,Eixample,41.37573709999999,2.1667617,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,3,1125,1,18,48,191,252,213,3.01,4.52,4.72,4.35,0,0
42067592,el Barri Gòtic,Ciutat Vella,41.38179,2.17441,Private room in rental unit,Private room,2,1.0,1.0,1.0,1,60,0,0,0,0,0,2,0.03,5.0,5.0,4.0,0,0
42525096,el Barri Gòtic,Ciutat Vella,41.3818,2.173,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,32,330,0,0,0,89,64,6,0.21,3.67,4.17,3.83,0,0
42525446,el Barri Gòtic,Ciutat Vella,41.38336,2.17162,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,32,330,3,3,11,146,192,8,0.24,4.38,4.5,4.5,0,0
42526434,el Carmel,Horta-Guinardó,41.42374,2.15383,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,30,730,0,0,0,152,255,5,0.47,4.6,4.2,4.4,0,0
42908801,Sants - Badal,Sants-Montjuïc,41.37612880353322,2.1258884434595675,Entire loft,Entire home/apt,2,1.0,1.0,1.0,32,730,0,0,0,161,255,18,0.27,4.44,4.5,4.0,0,0
42909365,Sant Antoni,Eixample,41.38103,2.1592,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,2,1125,22,47,74,348,132,71,1.08,4.56,4.68,4.39,0,1
42909469,Sant Antoni,Eixample,41.38103,2.1592,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,2,1125,10,40,70,344,156,82,1.47,4.62,4.8,4.35,0,1
43312847,Pedralbes,Les Corts,41.38877,2.12006,Entire serviced apartment,Entire home/apt,2,1.0,1.0,3.0,30,60,0,0,0,0,0,0,0.0,4.79,4.845,4.585,0,0
44233804,el Barri Gòtic,Ciutat Vella,41.3811,2.18095,Private room in rental unit,Private room,1,1.0,1.0,1.0,60,90,0,0,0,0,0,0,0.0,4.68,4.91,4.57,0,1
45489409,la Vila de Gràcia,Gràcia,41.39853,2.1593,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,1,365,26,55,84,359,0,2,0.04,5.0,5.0,4.0,0,1
46461032,el Raval,Ciutat Vella,41.3771,2.17248,Private room in rental unit,Private room,2,1.0,1.0,1.0,31,210,21,35,55,309,0,4,0.07,4.5,4.5,4.25,0,1
46461242,el Raval,Ciutat Vella,41.37901,2.17144,Entire rental unit,Entire home/apt,2,1.0,1.0,3.0,31,210,16,31,53,318,62,5,0.11,4.0,4.6,3.6,0,1
49975462,el Guinardó,Horta-Guinardó,41.42272,2.17416,Entire rental unit,Entire home/apt,3,1.0,3.0,3.0,31,1125,0,0,0,0,0,2,0.04,5.0,4.0,4.0,0,0
51054363,el Barri Gòtic,Ciutat Vella,41.38104,2.17392,Entire rental unit,Entire home/apt,4,1.0,2.0,4.0,6,126,0,2,6,48,228,109,2.07,4.2,4.68,4.18,0,1
51055481,el Poble Sec,Sants-Montjuïc,41.37305,2.15437,Private room in rental unit,Private room,2,1.5,1.0,1.0,31,1125,30,60,90,90,0,40,0.75,4.78,4.78,4.7,0,0
51274251,Hostafrancs,Sants-Montjuïc,41.374779,2.148056,Room in hotel,Private room,3,1.0,0.0,1.0,1,1125,28,54,80,341,18,11,0.23,4.09,4.73,3.82,0,1
51274333,Hostafrancs,Sants-Montjuïc,41.375584,2.148528,Room in hotel,Private room,6,1.0,0.0,1.0,1,1125,0,0,0,0,0,0,0.0,4.71,4.79,4.52,0,1
51274434,Hostafrancs,Sants-Montjuïc,41.37491,2.14727,Room in hotel,Private room,2,1.0,0.0,1.0,1,1125,9,9,19,223,0,0,0.0,4.71,4.79,4.52,0,1
51274468,Hostafrancs,Sants-Montjuïc,41.375584,2.148528,Room in hotel,Private room,2,1.0,0.0,1.0,1,1125,27,48,71,322,0,0,0.0,4.71,4.79,4.52,0,1
52726804,la Barceloneta,Ciutat Vella,41.38171,2.1875,Entire rental unit,Entire home/apt,2,1.0,1.0,3.0,32,330,0,0,0,0,0,5,0.12,4.4,4.8,4.6,1,0
52765598,la Barceloneta,Ciutat Vella,41.37863,2.19045,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,32,340,0,0,0,101,0,1,0.02,5.0,5.0,5.0,1,0
