id,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,estimated_occupancy_l365d,number_of_reviews,reviews_per_month,review_scores_rating,review_scores_location,review_scores_value,host_is_superhost,instant_bookable
8378107,Sant Antoni,Eixample,41.37798,2.16163,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,1,365,14,38,63,334,114,165,1.54,4.67,4.88,4.42,1,1
8403840,les Corts,Les Corts,41.38833,2.142,Entire rental unit,Entire home/apt,6,1.5,3.0,5.0,32,180,3,25,55,295,192,33,0.27,4.58,4.75,4.34,0,0
8405901,la Dreta de l'Eixample,Eixample,41.3972,2.1733,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,31,365,23,25,55,147,62,15,0.13,4.93,4.93,4.67,1,1
8442239,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38289,2.18105,Entire rental unit,Entire home/apt,6,1.0,2.0,5.0,3,330,30,60,90,365,0,9,0.07,4.44,4.56,4.11,0,0
8463252,la Sagrada Família,Eixample,41.40164,2.17665,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,3,100,11,37,59,59,0,18,0.15,4.11,4.67,4.11,0,0
8484828,el Fort Pienc,Eixample,41.3928,2.18075,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,2,1125,24,30,45,183,252,308,2.48,4.82,4.96,4.74,0,0
8485015,les Corts,Les Corts,41.38478,2.14144,Private room in condo,Private room,1,1.0,1.0,1.0,1,7,0,0,0,0,0,4,0.03,4.5,4.5,4.5,0,0
8494006,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.3842,2.18111,Entire rental unit,Entire home/apt,3,1.0,1.0,4.0,32,1125,13,13,43,265,255,31,0.25,4.68,4.81,4.52,0,0
8502828,Sants - Badal,Sants-Montjuïc,41.37689,2.12593,Other,Private room,1,1.0,1.0,1.0,31,93,0,15,24,24,0,117,0.94,4.97,4.9,4.9,0,0
8521963,Sants,Sants-Montjuïc,41.37489,2.14043,Private room in condo,Private room,1,1.5,1.0,1.0,31,1125,26,56,86,361,0,10,0.08,3.8,4.7,3.9,0,0
8553863,el Poble Sec,Sants-Montjuïc,41.37369,2.16159,Entire rental unit,Entire home/apt,2,1.0,2.0,3.0,32,730,0,11,11,176,128,29,0.23,4.48,4.76,4.48,0,0
8562284,el Poble Sec,Sants-Montjuïc,41.37175,2.16323,Private room in rental unit,Private room,2,1.0,1.0,1.0,1,5,0,0,0,0,0,4,0.03,4.25,4.75,5.0,0,0
8567422,el Raval,Ciutat Vella,41.37954,2.16855,Private room in home,Private room,3,1.0,1.0,3.0,31,100,16,16,16,243,186,44,0.35,4.52,4.68,4.57,0,1
8568204,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38432,2.18138,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,1,330,30,60,90,365,0,0,0.0,4.77,4.94,4.61,0,0
8591619,el Camp d'en Grassot i Gràcia Nova,Gràcia,41.40808,2.16394,Private room in rental unit,Private room,1,1.0,1.0,1.0,1,1125,0,0,0,0,0,0,0.0,4.75,4.87,4.59,0,0
8609685,el Raval,Ciutat Vella,41.38015,2.1696,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,150,30,60,90,270,248,32,0.27,4.44,4.48,4.39,0,1
8625967,la Nova Esquerra de l'Eixample,Eixample,41.38139,2.14914,Private room in rental unit,Private room,2,1.0,1.0,1.0,2,1125,0,0,0,0,0,37,0.3,4.05,4.53,4.33,0,1
8631929,l'Antiga Esquerra de l'Eixample,Eixample,41.38874,2.1523,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,30,1125,30,60,90,365,0,3,0.02,4.0,4.67,4.67,0,0
8647150,les Corts,Les Corts,41.38434982299805,2.1407370567321777,Entire condo,Entire home/apt,6,1.0,3.0,4.0,4,90,20,36,61,299,192,235,2.01,4.64,4.74,4.61,0,0
8661298,el Raval,Ciutat Vella,41.383519123987966,2.1692391303283145,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,32,1125,0,27,57,332,64,11,0.1,4.64,4.91,4.09,0,0
8661774,el Raval,Ciutat Vella,41.38351,2.16931,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,32,1125,29,59,89,364,128,19,0.17,4.47,4.89,4.37,0,0
8662474,el Barri Gòtic,Ciutat Vella,41.38508,2.17147,Entire rental unit,Entire home/apt,3,1.0,2.0,3.0,32,1125,29,59,89,364,64,13,0.11,4.23,4.77,4.23,0,0
8662791,el Barri Gòtic,Ciutat Vella,41.38438,2.17149,Entire rental unit,Entire home/apt,2,1.0,1.0,3.0,32,1125,1,12,42,317,128,14,0.12,4.14,4.38,4.0,0,0
8664238,el Raval,Ciutat Vella,41.38364,2.16958,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,32,1125,0,0,14,289,128,19,0.16,4.26,4.84,3.74,0,0
8677938,les Tres Torres,Sarrià-Sant Gervasi,41.3925,2.13053,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,1,1125,6,25,32,263,132,140,1.16,4.71,4.71,4.54,0,0
8686952,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38486,2.17996,Entire rental unit,Entire home/apt,6,1.0,3.0,4.0,3,330,22,45,75,350,180,143,1.16,4.79,4.9,4.58,0,0
8687504,el Poble Sec,Sants-Montjuïc,41.372596740722656,2.166659116744995,Entire rental unit,Entire home/apt,6,1.0,2.0,5.0,3,330,30,60,90,365,84,60,0.52,4.8,4.78,4.53,0,0
8708285,la Sagrada Família,Eixample,41.40549,2.18052,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,3,1125,19,49,75,304,84,81,0.65,4.48,4.73,4.15,0,1
8723781,el Poblenou,Sant Martí,41.40611,2.2042,Private room in home,Private room,2,1.0,1.0,1.0,1,1125,0,0,0,0,0,0,0.0,4.73,4.82,4.575,0,0
8733152,el Barri Gòtic,Ciutat Vella,41.3799,2.17483,Private room in rental unit,Private room,2,1.0,1.0,1.0,1,1125,0,0,0,0,0,0,0.0,4.68,4.91,4.57,0,0
8747669,el Camp d'en Grassot i Gràcia Nova,Gràcia,41.40376,2.17121,Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,32,330,30,60,90,365,0,2,0.03,4.5,5.0,5.0,0,0
8747799,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38552,2.18142,Entire loft,Entire home/apt,2,1.5,1.0,1.0,32,190,23,43,49,324,255,48,0.41,5.0,4.93,4.91,1,0
8757334,la Sagrada Família,Eixample,41.40597,2.18094,Entire condo,Entire home/apt,4,1.0,1.0,2.0,6,1125,24,54,84,333,255,268,2.21,4.72,4.78,4.56,0,1
8769293,la Sagrada Família,Eixample,41.40142,2.1755,Entire rental unit,Entire home/apt,6,1.0,3.0,5.0,1,365,6,24,47,293,255,270,2.35,4.64,4.86,4.61,1,1
8806993,la Dreta de l'Eixample,Eixample,41.3928,2.15943,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,1125,18,48,78,350,36,19,0.17,4.74,4.89,4.53,1,1
8811813,Sants,Sants-Montjuïc,41.38148,2.13617,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,2,21,2,7,17,258,255,512,4.14,4.88,4.81,4.8,1,1
8855219,el Camp d'en Grassot i Gràcia Nova,Gràcia,41.40895,2.16026,Entire rental unit,Entire home/apt,3,1.0,2.0,4.0,3,30,7,19,25,200,96,218,1.76,4.8,4.87,4.73,1,0
8877394,la Vila de Gràcia,Gràcia,41.39998,2.16165,Other,Entire home/apt,2,1.0,1.0,1.0,2,730,5,22,43,114,204,397,3.21,4.62,4.83,4.5,0,1
8880938,el Poble Sec,Sants-Montjuïc,41.37371826171875,2.171539068222046,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,3,33,21,51,75,241,255,409,3.32,4.78,4.77,4.58,1,0
8881364,Sants,Sants-Montjuïc,41.37984,2.13544,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,2,21,2,11,20,237,255,518,4.19,4.91,4.82,4.85,1,1
8882078,Sants,Sants-Montjuïc,41.37931,2.13687,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,2,21,1,8,15,263,255,536,4.34,4.83,4.77,4.81,1,1
8895163,la Sagrada Família,Eixample,41.4017,2.17497,Entire rental unit,Entire home/apt,6,2.0,3.0,5.0,6,1125,5,11,29,249,255,576,4.69,4.87,4.89,4.83,1,1
8905236,el Camp de l'Arpa del Clot,Sant Martí,41.41173,2.17953,Entire rental unit,Entire home/apt,5,1.5,3.0,5.0,1,1125,17,39,65,340,156,164,1.35,4.34,4.51,4.31,0,0
8905754,la Bordeta,Sants-Montjuïc,41.37119,2.14227,Private room in rental unit,Private room,2,2.0,1.0,1.0,31,1124,29,59,89,364,0,11,0.11,4.45,4.64,4.36,0,0
8923214,la Prosperitat,Nou Barris,41.44155,2.18583,Entire condo,Entire home/apt,4,1.0,2.0,2.0,31,1125,16,46,76,351,0,12,0.1,4.33,4.17,3.92,0,0
8931118,la Dreta de l'Eixample,Eixample,41.38807,2.16667,Entire rental unit,Entire home/apt,12,2.0,5.0,12.0,1,999,19,31,57,319,252,425,3.47,4.75,4.96,4.61,0,0
8933578,el Parc i la Llacuna del Poblenou,Sant Martí,41.391201,2.18446,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,1,1125,24,54,84,355,30,57,0.47,4.61,4.72,4.51,1,1
8938744,Sants,Sants-Montjuïc,41.38315,2.13902,Private room in rental unit,Private room,2,1.0,1.0,1.0,1,1125,0,0,0,0,0,0,0.0,4.75,4.76,4.575,0,0
8940271,Sant Martí de Provençals,Sant Martí,41.41845,2.1982,Private room in condo,Private room,2,1.5,2.0,2.0,31,1125,10,40,70,70,0,0,0.0,4.785,4.765,4.734999999999999,0,0
8949457,la Sagrada Família,Eixample,41.40644,2.17025,Private room in rental unit,Private room,2,1.0,1.0,1.0,3,45,25,45,75,347,90,143,1.16,4.66,4.87,4.63,1,0
8990296,el Raval,Ciutat Vella,41.37874,2.17,Private room in rental unit,Private room,3,1.0,1.0,1.0,1,1125,0,0,0,0,0,0,0.0,4.69,4.75,4.56,0,0
8990923,la Font d'en Fargues,Horta-Guinardó,41.42351,2.16096,Private room in rental unit,Private room,1,1.0,1.0,1.0,1,1125,0,0,0,0,0,1,0.01,5.0,4.0,5.0,0,0
8998165,la Vila Olímpica del Poblenou,Sant Martí,41.39158,2.18976,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,2,1125,0,0,0,224,54,128,1.08,4.4,4.7,4.23,0,1
9001917,el Putxet i el Farró,Sarrià-Sant Gervasi,41.41379,2.1381,Private room in rental unit,Private room,1,1.0,1.0,1.0,30,1125,0,0,0,0,0,0,0.0,4.705,4.745,4.5,0,0
9038526,la Vila Olímpica del Poblenou,Sant Martí,41.39212,2.19904,Entire rental unit,Entire home/apt,5,1.0,2.0,5.0,3,1124,23,47,77,352,108,188,1.53,4.62,4.82,4.4,0,1
9048372,la Maternitat i Sant Ramon,Les Corts,41.37681,2.11308,Entire rental unit,Entire home/apt,6,1.0,3.0,2.0,4,1125,0,0,0,0,255,153,1.24,4.82,4.71,4.66,0,1
9075880,les Roquetes,Nou Barris,41.447842,2.177647,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,6,90,14,14,14,14,255,204,1.74,4.81,4.64,4.71,1,0
9079017,la Dreta de l'Eixample,Eixample,41.39483,2.17613,Entire condo,Entire home/apt,8,3.0,3.0,5.0,3,30,19,45,60,272,255,404,3.75,4.97,4.93,4.88,1,0
9082617,el Poble Sec,Sants-Montjuïc,41.37362,2.16485,Private room in rental unit,Private room,2,1.0,1.0,1.0,1,1125,0,0,0,0,0,0,0.0,4.68,4.75,4.54,0,0
9082971,el Poble Sec,Sants-Montjuïc,41.37329,2.16285,Private room in rental unit,Private room,2,1.0,1.0,1.0,1,1125,0,0,0,0,0,0,0.0,4.68,4.75,4.54,0,0
9083624,el Raval,Ciutat Vella,41.37889,2.16692,Entire rental unit,Entire home/apt,3,1.0,2.0,3.0,32,330,9,9,9,9,64,13,0.11,4.92,4.69,4.77,1,0
9105262,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38677,2.18138,Entire rental unit,Entire home/apt,2,1.0,1.0,3.0,32,730,0,0,0,0,255,50,0.41,4.82,4.94,4.83,1,0
9111304,Provençals del Poblenou,Sant Martí,41.40925,2.20368,Entire rental unit,Entire home/apt,2,1.0,1.0,3.0,32,365,0,0,0,0,128,12,0.1,4.42,4.55,4.36,0,0
9121459,Sant Antoni,Eixample,41.38403,2.16291,Entire rental unit,Entire home/apt,5,2.0,2.0,4.0,4,45,16,46,76,351,200,131,1.08,4.8,4.89,4.61,1,0
9140899,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,41.40376,2.2095,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2,1125,9,31,61,308,255,446,3.69,4.91,4.75,4.73,1,0
9142039,Sant Antoni,Eixample,41.384,2.16322,Private room in home,Private room,2,1.0,1.0,1.0,3,10,0,0,0,0,0,32,0.26,4.84,4.93,4.8,0,0
9152793,Sant Antoni,Eixample,41.37607955932617,2.155594110488892,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,2,30,13,19,35,60,0,119,1.12,4.64,4.81,4.54,0,0
9164120,la Dreta de l'Eixample,Eixample,41.39944,2.16378,Private room in rental unit,Private room,1,1.0,1.0,1.0,3,364,29,59,89,90,0,0,0.0,4.75,4.94,4.63,0,0
9166230,Sants,Sants-Montjuïc,41.37336,2.13213,Private room in rental unit,Private room,2,1.0,1.0,1.0,1,1125,0,0,0,0,0,0,0.0,4.75,4.76,4.575,0,0
9179137,el Poblenou,Sant Martí,41.3982,2.20262,Private room in rental unit,Private room,2,1.0,1.0,1.0,2,1125,0,0,0,0,0,0,0.0,4.73,4.82,4.575,0,0
9182647,Sant Andreu,Sant Andreu,41.43559,2.18732,Private room in rental unit,Private room,3,1.0,1.0,1.0,1,1125,0,0,0,0,0,0,0.0,4.5,4.6,4.41,0,0
9209321,el Raval,Ciutat Vella,41.3778353,2.1727309,Entire rental unit,Entire home/apt,5,1.5,2.0,3.0,4,1125,12,18,18,18,104,248,2.83,4.82,4.73,4.75,1,0
9250135,el Parc i la Llacuna del Poblenou,Sant Martí,41.39175,2.18616,Private room in rental unit,Private room,1,1.5,1.0,1.0,32,365,30,60,90,365,0,0,0.0,4.73,4.8149999999999995,4.545,0,0
9251356,la Dreta de l'Eixample,Eixample,41.39051,2.1641,Entire rental unit,Entire home/apt,10,2.0,6.0,7.0,1,999,17,39,69,333,192,385,3.14,4.79,4.96,4.69,0,0
9266961,Hostafrancs,Sants-Montjuïc,41.37628,2.14452,Other,Private room,2,1.0,1.0,1.0,3,30,0,0,0,0,0,1,0.01,5.0,5.0,4.0,0,0
9270758,Sant Antoni,Eixample,41.384,2.16176,Entire rental unit,Entire home/apt,5,2.0,2.0,4.0,4,45,16,46,68,336,224,118,1.06,4.81,4.9,4.62,1,0
9289648,el Parc i la Llacuna del Poblenou,Sant Martí,41.39209,2.1876,Private room in rental unit,Private room,1,1.5,1.0,1.0,32,365,30,60,90,365,0,0,0.0,4.73,4.8149999999999995,4.545,0,0
9292045,la Vila de Gràcia,Gràcia,41.40469,2.16081,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,3,1124,10,26,56,257,156,272,2.24,4.76,4.84,4.64,1,1
9306147,la Sagrada Família,Eixample,41.4044,2.17445,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,3,1125,3,12,32,54,255,384,3.16,4.87,4.9,4.83,1,0
9309091,la Nova Esquerra de l'Eixample,Eixample,41.38729,2.15172,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,30,1125,30,60,90,365,0,23,0.19,4.7,4.7,4.43,0,0
9313510,el Barri Gòtic,Ciutat Vella,41.38143,2.1804,Entire rental unit,Entire home/apt,6,1.0,2.0,5.0,3,330,23,39,66,341,204,131,1.1,4.84,4.95,4.64,0,0
9380158,Vallcarca i els Penitents,Gràcia,41.41392,2.14592,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,1125,10,16,36,298,144,145,1.26,4.55,4.63,4.33,0,1
9405335,Sant Antoni,Eixample,41.37875,2.15881,Private room in rental unit,Private room,2,1.0,1.0,1.0,2,1125,0,0,0,0,0,54,0.44,4.94,4.89,4.93,0,0
9409861,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,41.3981,2.14164,Private room in rental unit,Private room,2,1.0,1.0,1.0,1,1125,0,0,0,0,0,0,0.0,4.69,4.84,4.5,0,0
9412798,la Sagrada Família,Eixample,41.40228,2.17271,Entire rental unit,Entire home/apt,16,4.0,8.0,17.0,1,330,30,60,90,365,0,5,0.05,3.4,4.8,4.2,0,0
9419201,la Sagrada Família,Eixample,41.40211,2.17124,Private room in rental unit,Private room,2,1.0,1.0,1.0,1,1125,0,0,0,0,0,0,0.0,4.71,4.89,4.58,0,0
9424825,el Raval,Ciutat Vella,41.38194,2.16629,Private room in rental unit,Private room,2,1.0,1.0,1.0,2,1125,0,0,0,0,0,1,0.01,4.0,5.0,5.0,0,0
9447591,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38408,2.18334,Private room in rental unit,Private room,2,1.0,1.0,1.0,32,190,0,0,0,228,192,277,2.27,4.75,4.96,4.81,1,0
9469705,Sants,Sants-Montjuïc,41.37807,2.13786,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,2,1125,6,14,39,307,234,285,2.35,4.53,4.67,4.44,0,1
9475174,la Marina de Port,Sants-Montjuïc,41.35979,2.14521,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,32,1125,23,53,83,173,0,7,0.06,3.86,3.57,4.14,0,0
9483720,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,41.40345,2.21314,Entire rental unit,Entire home/apt,6,2.0,3.0,5.0,1,1125,13,35,41,242,132,118,0.99,4.59,4.69,4.52,0,0
9487962,la Dreta de l'Eixample,Eixample,41.39207,2.17858,Entire rental unit,Entire home/apt,6,2.0,3.0,5.0,1,1125,17,42,67,324,48,91,0.76,4.73,4.95,4.63,0,0
9488554,la Sagrada Família,Eixample,41.40211,2.17154,Entire rental unit,Entire home/apt,10,2.0,4.0,10.0,2,330,30,60,90,365,6,12,0.1,4.58,4.83,4.5,0,0
9517784,Sants - Badal,Sants-Montjuïc,41.37562,2.12906,Private room in rental unit,Private room,2,1.0,1.0,1.0,2,10,0,0,0,0,0,0,0.0,4.68,4.6850000000000005,4.5,0,1
9518537,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,41.40576,2.21533,Entire rental unit,Entire home/apt,10,3.0,5.0,9.0,1,1125,20,50,68,255,60,82,0.7,4.68,4.76,4.46,0,0
9521249,el Fort Pienc,Eixample,41.39972,2.17763,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,1,120,20,49,79,338,255,553,4.51,4.79,4.84,4.63,0,0
9523853,la Sagrada Família,Eixample,41.40543,2.18095,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,3,1125,16,46,73,289,150,95,0.83,4.65,4.78,4.4,0,1
9537761,la Vila de Gràcia,Gràcia,41.39744,2.15716,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,1,365,18,35,61,125,18,87,0.74,4.64,4.82,4.4,0,1
9560093,el Raval,Ciutat Vella,41.38225,2.16532,Private room in rental unit,Private room,2,1.0,1.0,1.0,1,1125,0,0,0,0,0,1,0.01,5.0,5.0,5.0,0,0
9568785,el Raval,Ciutat Vella,41.37893,2.16401,Private room in rental unit,Private room,1,1.0,1.0,1.0,1,1125,0,0,0,0,0,24,0.21,4.54,4.79,4.38,0,0
9601840,la Dreta de l'Eixample,Eixample,41.38743,2.16785,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,1,1125,9,27,40,278,84,120,1.01,4.68,4.94,4.58,0,0
9602167,l'Antiga Esquerra de l'Eixample,Eixample,41.39288,2.15318,Entire rental unit,Entire home/apt,7,1.0,3.0,6.0,1,365,14,36,57,315,252,272,2.35,4.8,4.85,4.72,1,1
9602216,la Vila de Gràcia,Gràcia,41.40036,2.15839,Entire rental unit,Entire home/apt,4,1.0,2.0,4.0,1,365,9,31,58,333,246,255,2.23,4.71,4.78,4.56,1,1
9602351,la Vila de Gràcia,Gràcia,41.40119,2.15816,Entire rental unit,Entire home/apt,4,1.0,2.0,4.0,1,365,9,36,60,320,255,260,2.15,4.77,4.8,4.56,1,1
9602587,la Nova Esquerra de l'Eixample,Eixample,41.381626,2.153504,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,1,365,8,38,65,323,240,297,2.56,4.78,4.78,4.64,1,1
9620968,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,41.39512,2.14896,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,3,1125,11,41,62,130,168,69,0.57,4.86,4.84,4.83,1,0
9626098,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,41.40361,2.21314,Entire rental unit,Entire home/apt,6,2.0,3.0,5.0,2,1125,20,41,57,301,114,115,0.95,4.57,4.74,4.41,0,0
9630415,la Vila de Gràcia,Gràcia,41.40283,2.15468,Private room in rental unit,Private room,2,1.0,1.0,1.0,2,1125,0,0,0,0,0,0,0.0,4.74,4.89,4.57,0,0
9639522,l'Antiga Esquerra de l'Eixample,Eixample,41.38861,2.16262,Private room in rental unit,Private room,4,1.0,1.0,1.0,32,1125,0,0,0,31,0,304,2.6,4.85,4.95,4.8,0,1
9643682,el Fort Pienc,Eixample,41.39812,2.17675,Private room in rental unit,Private room,2,1.0,1.0,1.0,2,2,0,0,0,0,0,83,0.68,4.27,4.63,4.41,0,0
9659140,la Dreta de l'Eixample,Eixample,41.39179,2.17767,Entire serviced apartment,Entire home/apt,4,2.0,2.0,4.0,1,1125,3,24,41,251,78,146,1.26,4.82,4.86,4.59,0,0
9659171,Vallcarca i els Penitents,Gràcia,41.40697,2.14924,Other,Entire home/apt,5,1.0,2.0,3.0,4,1125,18,18,18,122,240,233,1.92,4.88,4.82,4.75,0,0
9661517,la Dreta de l'Eixample,Eixample,41.38843,2.17059,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,1,1125,25,52,70,237,12,38,0.32,4.58,4.95,4.5,0,0
9661897,el Baix Guinardó,Horta-Guinardó,41.40917,2.16884,Entire condo,Entire home/apt,5,1.0,2.0,3.0,1,1125,0,0,0,121,0,132,1.1,4.83,4.63,4.69,0,0
9663802,el Camp d'en Grassot i Gràcia Nova,Gràcia,41.40517,2.16828,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,3,30,23,40,53,53,6,20,0.17,4.45,4.55,4.3,0,0
9664354,la Sagrada Família,Eixample,41.40642,2.18154,Entire rental unit,Entire home/apt,5,2.0,3.0,4.0,4,1125,0,0,0,0,0,31,0.26,4.74,4.84,4.52,0,0
9684383,la Nova Esquerra de l'Eixample,Eixample,41.38041,2.15501,Entire rental unit,Entire home/apt,7,2.0,4.0,6.0,2,1125,18,37,51,230,255,412,3.4,4.61,4.82,4.56,0,1
9688838,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38335,2.18259,Entire rental unit,Entire home/apt,2,1.0,0.0,2.0,32,330,0,0,0,1,192,15,0.14,4.8,5.0,4.47,1,0
9690678,Sant Antoni,Eixample,41.37607,2.15535,Private room in condo,Private room,2,1.0,1.0,1.0,2,1125,0,0,0,0,0,7,0.06,4.71,4.71,4.57,0,0
9701861,la Vila de Gràcia,Gràcia,41.40348,2.15568,Entire rental unit,Entire home/apt,5,2.0,3.0,4.0,3,1125,15,40,68,85,240,267,2.19,4.73,4.88,4.61,1,0
9702473,la Sagrada Família,Eixample,41.4108,2.17417,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,1,1125,30,60,90,138,255,167,1.37,4.53,4.77,4.34,0,0
9708841,el Camp d'en Grassot i Gràcia Nova,Gràcia,41.4107,2.1594,Private room in rental unit,Private room,1,1.0,1.0,1.0,1,1125,0,0,0,0,0,0,0.0,4.75,4.87,4.59,0,0
9731830,Sants,Sants-Montjuïc,41.37382,2.13712,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,3,26,17,47,74,182,156,269,2.22,4.84,4.81,4.72,1,0
9741613,la Dreta de l'Eixample,Eixample,41.39353,2.17289,Entire rental unit,Entire home/apt,6,1.5,3.0,4.0,4,1124,13,30,49,317,216,173,1.45,4.8,4.91,4.68,1,1
9750334,Sant Antoni,Eixample,41.37789,2.16164,Entire loft,Entire home/apt,2,1.0,2.0,2.0,3,60,27,52,82,338,168,178,1.49,4.88,4.92,4.62,1,0
9755908,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,41.4011,2.20979,Private room in rental unit,Private room,2,1.0,1.0,1.0,1,4,0,0,0,0,0,0,0.0,4.735,4.81,4.555,0,0
9767973,el Camp de l'Arpa del Clot,Sant Martí,41.41168,2.17949,Entire rental unit,Entire home/apt,5,1.5,3.0,5.0,1,365,12,37,58,329,120,121,1.01,4.28,4.63,4.28,0,0
9768214,el Camp de l'Arpa del Clot,Sant Martí,41.41158,2.17951,Entire rental unit,Entire home/apt,4,1.0,3.0,5.0,1,1125,18,35,57,323,78,128,1.06,4.28,4.39,4.21,0,0
9772463,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38431,2.17909,Private room in rental unit,Private room,2,1.0,1.0,1.0,32,50,28,58,88,88,192,40,0.34,4.93,4.87,4.72,0,0
9783502,la Dreta de l'Eixample,Eixample,41.38748,2.16802,Entire serviced apartment,Entire home/apt,6,2.0,3.0,5.0,1,1125,16,30,41,264,156,197,1.65,4.77,4.94,4.7,0,0
9804742,el Barri Gòtic,Ciutat Vella,41.38154,2.177,Private room in rental unit,Private room,3,1.0,1.0,3.0,31,120,30,60,90,365,0,106,0.9,4.7,4.82,4.6,0,0
9806352,el Besòs i el Maresme,Sant Martí,41.41231,2.22133,Private room in rental unit,Private room,3,1.0,1.0,2.0,30,365,30,60,90,365,0,10,0.09,4.6,4.7,4.44,0,0
9818619,el Barri Gòtic,Ciutat Vella,41.38331,2.17263,Private room in rental unit,Private room,2,1.0,1.0,1.0,2,1125,0,0,0,0,0,11,0.09,4.82,5.0,4.64,0,1
9841823,el Poble Sec,Sants-Montjuïc,41.3724,2.16219,Entire loft,Entire home/apt,4,1.0,1.0,2.0,4,365,10,27,45,283,255,403,3.33,4.81,4.8,4.66,1,0
9850272,la Vila de Gràcia,Gràcia,41.40728,2.15826,Private room in rental unit,Private room,2,1.0,1.0,1.0,180,1124,30,60,90,270,0,71,0.81,4.9,4.9,4.85,0,0
9859512,Sants,Sants-Montjuïc,41.37438,2.13364,Private room in rental unit,Private room,1,1.0,1.0,1.0,2,7,0,0,0,0,0,0,0.0,4.75,4.76,4.575,0,0
9891494,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.388,2.17733,Entire rental unit,Entire home/apt,2,1.0,2.0,3.0,32,365,0,0,0,0,0,0,0.0,4.77,4.94,4.61,0,0
9891945,l'Antiga Esquerra de l'Eixample,Eixample,41.39133,2.15565,Entire rental unit,Entire home/apt,5,1.5,3.0,4.0,1,1125,10,18,39,308,60,171,1.44,4.37,4.74,4.36,0,1
9892504,la Vila de Gràcia,Gràcia,41.40146,2.16221,Other,Entire home/apt,6,2.0,3.0,4.0,3,1124,2,11,31,270,162,417,3.44,4.68,4.75,4.67,1,1
9895577,el Camp d'en Grassot i Gràcia Nova,Gràcia,41.40576,2.16462,Private room in rental unit,Private room,4,2.0,2.0,2.0,60,70,29,59,89,364,0,6,0.05,3.5,4.33,3.5,0,1
